artistName,minutesPlayed,msPlayed,tracks,month,year
The Last Shadow Puppets,19.909766666666666,1194586,"{'Time Has Come Again', 'Calm Like You', 'The Dream Synopsis', 'My Mistakes Were Made For You', 'Sweet Dreams, TN'}",2,2026
Gem Club,19.898233333333334,1193894,"{'Michael', 'In Wavelengths', 'Twins', 'First Weeks'}",2,2026
Lorien Testard,18.6,1116000,"{'Gustave', ""Une vie à t'aimer""}",2,2026
The Growlers,18.497916666666665,1109875,{'Empty Bones'},2,2026
The Shins,17.655133333333332,1059308,{'Saint Simon - 2023 Remaster'},2,2026
The Rolling Stones,16.994,1019640,"{'Paint It, Black', 'Gimme Shelter'}",2,2026
The Hat,16.03216666666667,961930,{'The Angry River (feat. Father John Misty and S.I. Istwa) [Theme From the HBO Series True Detective]'},2,2026
Gorillaz,15.325966666666666,919558,"{'Kids with Guns', 'Dirty Harry (feat. Bootie Brown)'}",2,2026
Nirvana,15.012483333333334,900749,"{'Rape Me', 'About A Girl', 'Heart-Shaped Box'}",2,2026
The Killers,14.703566666666665,882214,"{'Jenny Was A Friend Of Mine', 'Mr. Brightside'}",2,2026
The Stranglers,13.784,827040,{'Golden Brown'},2,2026
Tame Impala,13.689166666666665,821350,{'It Is Not Meant To Be'},2,2026
Bright Eyes,12.1434,728604,{'The Movement Of A Hand'},2,2026
Paramore,11.983216666666667,718993,"{'Decode', 'Misery Business', 'Ignorance'}",2,2026
Swans,11.5034,690204,"{""Bring The Sun/Toussaint L'Ouverture""}",2,2026
Phoebe Bridgers,11.489766666666666,689386,{'I Know The End'},2,2026
Red Hot Chili Peppers,11.225349999999999,673521,{'Torture Me'},2,2026
The Smashing Pumpkins,10.120666666666667,607240,"{'Mayonaise - 2011 Remaster', 'Bullet With Butterfly Wings - Remastered 2012'}",2,2026
alt-J,8.314233333333334,498854,{'Bloodflood'},2,2026
Yes,8.23185,493911,{'Roundabout - 2024 Remaster'},2,2026
Chevelle,8.179333333333334,490760,"{'The Red', 'Send the Pain Below'}",2,2026
Pixies,6.534216666666667,392053,"{'Gouge Away', 'Monkey Gone to Heaven', 'Ana'}",2,2026
Bon Iver,5.7299500000000005,343797,"{'HEAVENLY FATHER - Mediolanum, Milan, IT. Nov 05 2022', 'Holocene'}",2,2026
Death From Above 1979,5.09075,305445,{'Cheap Talk'},2,2026
Ozzy Osbourne,4.9206666666666665,295240,{'Hellraiser - 30th Anniversary Edition'},2,2026
The Symposium,4.746166666666666,284770,{'The Physical Attractions'},2,2026
Modest Mouse,4.541783333333333,272507,{'The World At Large'},2,2026
The Black Keys,4.4210666666666665,265264,{'Weight of Love'},2,2026
Taylor Swift,4.02945,241767,{'The Life of a Showgirl (feat. Sabrina Carpenter)'},2,2026
Thirty Seconds To Mars,3.8588833333333334,231533,{'The Kill'},2,2026
